Ventas_Tienda_1,Ventas_Tienda_2,Ventas_Tienda_3
38.58,62.68,61.56
56.22,66.02,60.96
35.83,55.75,57.66
25.94,59.57,60.03
32.81,59.28,62.06
46.5,57.3,60.79
54.91,66.34,61.66
37.36,64.58,60.44
44.64,63.79,61.12
54.59,52.44,61.29
73.26,66.49,60.51
38.09,57.45,62.16
56.37,61.73,62.95
56.75,59.88,61.21
43.29,54.58,61.38
45.52,70.2,57.72
52.55,58.84,60.35
58.98,57.19,63.54
46.85,69.54,58.78
54.0,57.56,62.98
48.64,59.51,64.17
34.52,59.6,56.12
50.38,50.93,62.3
56.05,50.87,58.96
60.35,58.48,57.94
54.35,61.37,59.8
39.52,54.56,61.05
37.26,61.58,59.37
50.32,56.65,57.43
44.19,67.34,60.35
31.57,58.73,57.0
42.55,57.03,56.66
38.95,57.21,59.12
41.49,61.72,57.04
62.09,62.63,59.53
65.75,73.42,55.26
28.62,70.44,58.16
56.02,56.46,61.11
44.88,55.45,59.24
33.25,56.55,60.05
40.41,64.44,58.32
34.12,55.69,57.25
59.2,58.5,59.27
63.6,58.69,56.0
58.79,56.42,61.52
66.4,57.31,61.14
69.25,56.56,58.53
45.87,54.2,60.46
47.64,65.98,66.09
44.44,59.54,55.87
48.16,65.29,63.51
45.19,57.03,60.65
42.07,63.09,60.71
46.7,63.08,59.25
32.3,62.2,61.7
42.34,60.78,58.66
35.97,49.75,60.79
40.63,61.26,59.77
42.8,53.38,60.85
33.97,64.26,61.42
36.26,52.37,59.86
33.52,60.65,59.43
38.41,63.21,61.08
41.17,64.12,59.5
36.28,68.59,61.63
56.86,61.76,64.18
53.47,57.07,62.58
36.41,58.78,58.87
51.55,54.31,60.73
41.25,59.16,61.09
55.66,51.35,57.13
32.61,59.34,59.01
32.8,58.83,57.79
39.61,67.67,59.59
46.82,59.96,60.98
46.64,58.9,59.09
38.34,62.19,62.64
41.32,55.62,63.99
45.61,57.23,56.47
35.68,64.77,59.52
27.66,58.62,59.51
39.4,66.02,60.53
35.48,70.85,60.85
32.4,61.66,55.51
35.63,64.1,60.31
43.3,56.07,58.97
43.28,58.31,60.49
58.27,69.7,61.47
35.72,51.41,60.12
44.85,55.42,59.65
40.21,52.35,60.99
46.55,68.86,57.16
44.86,56.87,65.11
45.86,53.97,56.16
28.35,56.94,59.71
48.24,57.7,62.29
39.52,66.76,62.17
45.74,57.47,65.64
43.44,57.72,58.7
52.08,61.64,58.33
41.67,66.03,57.13
29.0,62.68,56.81
54.72,62.39,60.23
38.21,47.25,61.65
58.95,52.85,59.35
24.13,63.27,60.68
41.94,53.52,60.86
68.9,58.12,57.87
53.34,68.58,57.37
31.38,61.67,56.84
53.69,52.53,59.71
38.47,61.38,59.11
61.39,60.51,60.51
43.07,62.07,59.94
36.26,73.74,61.12
31.43,52.58,60.16
49.43,61.97,62.84
57.11,64.77,58.19
42.14,63.09,58.2
39.97,56.56,59.68
31.6,50.91,61.1
47.64,64.94,62.39
29.95,63.29,61.86
43.97,64.61,62.06
30.58,65.63,60.14
50.9,62.38,63.02
43.21,60.53,61.98
35.09,62.43,56.17
56.94,64.67,61.04
46.8,65.74,57.67
51.44,62.28,59.54
52.15,62.47,62.09
62.54,62.59,61.17
41.1,66.28,59.35
36.82,60.6,62.36
52.16,55.37,59.65
53.67,62.33,57.14
36.64,56.81,60.15
27.49,60.2,62.75
43.25,60.79,59.21
26.59,61.23,60.32
37.98,63.43,60.8
56.28,64.51,57.2
32.01,57.91,59.55
51.21,58.37,61.34
45.74,65.08,60.2
41.57,68.17,57.52
40.74,58.67,60.99
36.01,67.5,59.74
35.41,62.06,61.61
36.25,57.31,60.44
52.74,62.49,59.15
50.71,58.26,59.07
58.92,53.95,61.83
44.99,62.45,60.96
27.65,64.06,61.03
37.16,59.99,60.09
51.75,67.41,59.09
36.36,62.24,58.86
55.53,65.67,58.51
44.9,55.32,54.62
36.7,56.49,62.3
52.32,53.81,56.22
41.49,55.39,56.18
43.93,60.58,60.55
45.82,52.49,61.53
33.03,63.93,56.16
47.84,55.82,62.74
57.57,58.01,59.67
37.45,62.87,61.72
36.7,59.24,61.74
43.13,54.44,59.34
58.62,66.37,59.49
50.9,56.54,60.29
42.26,60.05,58.85
48.96,54.12,60.04
54.4,62.17,59.22
40.52,58.99,58.02
25.11,70.59,60.62
65.84,51.45,60.64
40.67,62.53,58.33
48.04,63.15,64.08
42.78,57.0,62.02
37.36,58.79,59.17
41.31,59.18,61.79
45.21,66.33,57.94
38.22,54.77,59.75
27.38,53.32,60.79
46.51,59.83,59.02
34.7,65.4,58.94
45.96,60.31,58.62
28.55,52.38,61.3
30.59,60.75,58.48
59.17,60.73,58.56
47.8,60.86,62.58
50.09,67.32,58.7
40.94,59.79,59.98
42.19,60.62,58.71
64.5,65.7,62.88
57.76,64.78,58.89
48.33,63.12,58.61
34.66,58.91,63.26
60.08,62.3,62.88
66.05,67.03,63.18
47.81,46.4,58.61
26.31,68.22,56.37
42.49,62.95,58.71
46.4,62.51,60.8
36.28,61.38,61.59
62.11,65.02,58.59
38.62,56.27,60.68
44.58,58.86,57.58
41.21,61.61,59.85
44.48,54.42,58.42
33.91,61.08,58.35
40.58,53.58,62.02
46.34,60.92,60.53
45.84,57.36,60.54
39.9,62.82,60.94
45.5,76.64,59.7
40.23,60.26,58.93
38.76,72.34,58.49
34.47,60.84,57.72
31.63,61.25,60.56
55.0,68.25,62.89
42.28,58.16,61.25
59.2,65.86,62.72
47.89,63.33,61.24
53.76,55.4,59.84
57.83,65.74,59.45
49.29,56.88,55.49
33.73,65.42,61.73
46.41,55.3,61.38
31.77,52.65,60.44
50.69,60.95,62.58
44.86,61.29,59.67
38.65,52.47,59.25
71.97,54.19,59.61
49.37,58.95,60.93
48.22,66.52,59.24
37.97,63.52,63.15
48.17,66.42,63.82
40.0,61.12,57.27
31.21,61.67,60.92
27.87,52.27,59.85
42.62,69.6,59.45
43.43,54.47,59.26
43.02,60.15,56.52
46.33,60.72,59.75
30.85,54.57,59.48
62.81,61.28,59.01
63.45,63.95,58.77
46.94,61.82,59.34
56.15,63.95,58.95
39.15,59.95,60.3
52.95,57.44,61.78
30.6,62.28,61.5
45.17,59.14,63.04
49.61,63.83,61.61
59.25,51.87,61.51
41.18,59.54,59.61
44.58,65.83,58.56
30.25,66.18,58.91
57.27,54.02,56.74
42.81,62.99,61.85
50.75,56.17,58.57
58.55,61.81,60.43
53.07,59.1,62.65
50.06,61.0,61.09
44.92,58.62,59.51
27.53,54.64,57.63
44.25,62.7,59.63
43.41,50.61,60.95
31.64,54.4,63.09
43.58,69.33,61.1
61.13,45.63,58.52
33.17,65.47,58.45
41.05,48.2,62.1
42.38,55.43,62.36
47.95,60.02,62.8
42.87,61.89,57.91
50.11,63.92,60.44
36.44,72.56,62.39
46.77,48.96,59.8
41.12,60.84,61.32
46.32,63.52,57.91
48.85,61.86,56.26
46.71,63.17,61.22
57.25,57.28,62.51
27.76,59.29,57.98
61.89,62.21,60.24
56.77,59.22,61.42
46.84,62.6,57.03
46.19,54.13,60.68
39.94,58.87,60.34
43.69,58.66,59.0
34.81,62.17,62.16
43.74,62.77,59.21
39.52,49.2,62.14
34.77,57.08,59.84
52.26,57.08,61.31
30.75,67.13,62.94
48.13,51.79,63.54
51.25,54.8,56.72
61.16,56.75,59.33
53.43,65.48,62.6
33.36,57.4,56.27
31.15,52.58,58.99
41.74,55.75,57.98
35.08,65.7,62.13
35.31,63.38,57.99
53.16,54.35,60.12
37.17,69.56,60.18
46.37,54.99,60.69
50.71,62.37,59.03
50.97,47.74,62.83
41.04,63.28,59.61
28.68,56.94,57.33
43.61,60.87,60.22
57.0,62.38,57.27
43.97,56.13,58.52
41.83,59.04,56.82
41.3,66.1,57.79
36.72,54.76,59.33
33.82,60.19,58.57
43.64,60.87,57.92
35.74,57.73,58.4
49.24,60.02,58.7
46.48,65.27,57.62
38.2,55.96,58.34
43.56,58.17,63.32
34.74,70.11,58.23
50.58,59.21,59.92
47.27,66.44,62.23
39.63,66.14,60.05
35.93,68.68,59.39
49.44,60.61,61.18
46.7,63.18,59.98
50.36,62.15,61.95
51.24,64.25,60.72
34.19,61.35,63.25
50.0,53.83,57.29
37.89,56.25,62.68
34.42,58.18,62.13
62.9,60.22,63.03
56.17,65.94,60.23
44.74,61.4,63.84
45.77,54.9,60.68
48.25,58.87,58.64
55.02,60.22,56.67
40.1,61.69,60.58
38.82,55.77,57.9
39.25,57.54,59.99
32.89,67.71,60.09
27.94,65.08,58.34
31.57,60.06,60.44
41.78,53.85,57.39
46.7,64.08,60.2
47.18,56.12,60.24
43.01,61.05,60.07
57.64,60.12,59.62
28.98,60.54,60.8
40.95,64.23,58.98
44.0,54.04,61.04
32.89,60.53,61.82
55.19,60.75,56.68
48.72,55.53,61.57
39.83,57.46,60.75
50.36,58.71,60.74
46.03,57.65,60.37
43.51,70.97,61.82
50.71,59.79,58.94
61.68,57.46,53.05
54.18,62.02,63.4
39.73,61.66,62.26
31.3,53.2,62.07
49.08,59.84,58.47
49.14,58.94,56.46
44.18,56.04,57.23
32.05,56.24,60.11
52.15,55.24,58.34
51.39,61.98,57.32
39.51,58.7,60.58
50.22,65.3,59.06
64.88,66.03,61.5
55.33,52.22,58.93
45.78,54.88,58.2
45.39,66.41,60.01
44.73,64.3,60.34
52.75,52.46,62.53
53.78,65.45,60.36
33.13,61.63,58.97
53.3,58.76,66.81
47.94,57.43,58.79
31.46,65.95,61.99
41.99,50.08,62.69
66.81,51.16,59.93
49.4,64.18,60.71
50.19,69.19,59.92
52.05,54.21,56.28
39.32,65.03,62.81
43.87,53.83,59.2
57.01,56.36,61.4
37.44,70.79,59.83
51.53,65.9,61.19
39.1,46.68,60.51
44.53,59.09,58.98
48.03,60.32,57.71
42.02,60.79,61.39
47.79,55.36,60.49
45.3,61.65,61.03
46.88,62.77,60.87
48.95,63.63,57.91
43.66,61.8,62.06
38.47,58.05,60.79
37.88,63.98,59.92
59.36,70.36,57.64
51.16,64.38,60.69
47.15,61.55,60.44
47.06,61.23,59.29
33.28,59.27,59.77
39.41,60.09,58.97
61.64,55.53,65.51
34.39,49.9,59.65
41.19,63.48,60.48
37.83,60.01,58.97
41.15,72.12,63.07
35.57,53.65,59.87
48.32,64.7,53.7
48.8,60.13,62.94
31.99,59.93,58.89
54.41,52.93,64.7
40.92,60.98,59.63
60.27,65.73,61.27
45.84,61.54,62.22
36.87,60.37,61.02
44.61,48.09,61.15
62.73,60.58,55.55
39.5,74.37,59.93
41.93,57.46,60.7
38.95,56.53,59.39
47.08,56.64,62.15
54.3,71.99,60.94
38.63,65.63,58.05
64.5,65.32,59.98
44.15,61.95,61.67
47.36,57.23,58.4
44.45,59.0,60.04
48.35,61.62,63.16
44.77,64.84,57.94
38.49,53.9,61.87
43.52,65.28,59.46
35.45,62.04,58.72
50.28,64.77,58.37
58.92,54.94,57.23
41.44,61.54,58.9
41.93,60.58,59.75
51.19,55.05,60.37
42.82,59.75,60.44
39.1,54.01,61.14
53.08,60.76,58.65
46.12,61.26,59.96
47.17,56.67,60.97
38.35,62.01,59.28
33.19,67.23,58.7
45.01,63.71,57.11
37.39,59.81,63.96
48.05,70.96,56.64
38.44,66.98,61.77
38.58,67.2,59.46
54.76,55.08,61.2
31.84,62.47,59.75
38.75,57.53,58.7
41.17,55.32,58.97
47.41,63.53,59.3
34.49,48.73,57.88
28.28,59.91,59.41
58.04,61.04,55.73
45.02,59.95,57.75
32.1,54.57,58.84
49.25,52.57,56.46
41.57,68.03,61.22
38.22,54.4,62.99
34.17,60.08,61.12
43.95,58.26,62.47
33.77,55.68,61.03
63.25,54.55,61.56
52.11,64.32,61.41
38.13,63.13,63.54
54.46,61.99,60.44
41.16,52.27,58.42
36.96,52.3,60.8
48.03,55.67,58.47
53.65,64.41,61.64
60.64,68.66,57.12
35.96,65.83,56.78
54.95,63.41,63.72
41.83,64.37,61.93
34.28,51.87,61.77
37.88,62.74,62.5
45.18,60.55,58.5
44.74,59.9,56.42
51.87,59.17,58.01
50.8,60.15,60.5
47.54,56.15,61.62
37.24,57.7,59.4
29.48,57.51,61.47
51.33,52.77,60.44
34.01,55.81,57.76
32.27,62.17,59.17
70.21,64.62,61.26
58.03,55.88,63.23
50.93,59.86,59.7
45.06,59.3,61.11
60.3,49.33,59.59
43.58,59.43,62.06
51.71,69.07,60.26
35.55,64.51,60.96
59.85,56.71,58.98
38.95,56.88,60.02
54.7,63.27,57.32
42.94,66.3,61.03
56.81,56.24,59.89
42.41,67.28,59.86
66.92,62.71,61.34
51.25,61.13,60.3
47.42,61.9,64.88
49.11,54.95,58.73
61.04,64.28,59.64
42.2,56.82,63.38
43.13,66.23,58.87
50.07,57.48,57.88
60.76,56.0,56.87
57.66,63.18,61.81
39.7,58.28,58.75
31.41,53.77,58.68
45.07,60.73,57.92
80.1,69.27,57.33
55.33,56.12,61.74
46.28,62.2,59.69
52.79,59.43,60.31
37.0,64.19,61.01
34.83,64.36,60.64
50.83,62.61,60.65
40.16,61.04,56.18
46.15,60.37,58.13
50.43,53.39,59.13
39.99,66.11,60.49
50.83,68.51,60.4
37.7,62.59,60.48
52.78,55.39,59.07
55.18,57.09,61.69
43.64,67.37,62.48
42.81,67.67,61.41
37.36,61.37,56.14
39.81,61.51,60.7
44.79,49.86,60.52
39.41,72.4,60.65
40.44,58.21,60.32
36.08,71.8,60.63
49.22,64.92,61.56
48.62,59.2,61.61
38.76,55.77,58.01
31.61,60.5,60.12
41.81,54.47,57.13
44.08,56.26,59.8
52.58,64.12,57.86
57.25,49.27,56.99
51.85,56.08,59.32
52.94,58.74,60.26
35.23,55.44,60.47
54.36,59.3,61.29
49.55,53.7,61.45
41.15,48.84,59.7
33.85,61.75,61.56
38.48,60.23,61.1
48.27,49.81,58.67
74.01,61.06,59.87
53.59,58.66,59.57
59.13,60.64,64.36
41.05,57.23,57.84
47.16,57.53,60.74
45.25,58.75,59.43
48.81,58.31,59.15
45.98,56.22,60.45
43.99,65.95,57.88
44.66,59.86,59.59
43.33,57.42,57.74
54.71,56.8,62.97
43.65,60.66,63.36
55.94,53.13,58.86
52.76,53.17,60.71
50.67,60.11,59.94
47.79,62.61,59.63
32.1,62.75,57.33
67.49,64.2,59.29
52.6,71.58,59.56
51.08,53.23,62.57
50.05,57.55,62.96
50.24,66.33,60.77
32.41,66.47,59.11
47.98,67.75,59.81
51.64,69.44,65.67
30.92,56.25,55.72
58.64,53.02,60.18
43.86,52.4,62.86
35.61,53.67,59.45
48.67,61.74,57.1
49.46,63.52,62.78
58.68,60.15,59.59
52.65,62.32,63.15
50.33,63.58,61.65
38.19,59.9,60.65
45.73,52.73,60.71
41.21,57.28,63.64
55.86,55.0,61.06
38.2,57.5,61.26
42.15,57.94,61.48
39.2,67.85,60.01
40.66,64.24,60.63
53.22,49.78,59.73
64.02,61.64,57.74
36.68,63.85,60.77
34.96,67.92,59.42
53.17,51.9,58.89
40.46,54.76,58.25
34.82,61.24,61.7
64.33,55.46,64.09
28.98,60.88,57.26
42.9,63.55,63.51
44.93,61.68,63.45
59.38,51.47,58.48
36.42,58.84,64.64
51.18,52.89,57.83
30.44,56.01,60.05
43.16,54.58,61.44
45.12,54.78,61.45
40.45,64.62,59.74
19.39,60.92,62.27
44.87,54.06,62.55
53.5,56.31,61.76
48.16,58.87,63.29
33.83,56.47,59.17
40.37,56.39,58.57
41.91,62.31,62.33
55.45,60.57,60.16
43.38,53.68,60.49
47.39,61.25,59.73
65.38,67.04,59.17
40.19,54.88,58.16
55.5,65.58,60.45
47.48,64.53,60.77
29.04,60.28,60.63
51.7,63.39,59.97
51.17,56.8,58.54
32.09,57.92,59.01
39.59,71.89,58.09
48.4,61.93,61.1
61.88,62.02,58.59
54.87,65.14,59.54
47.76,61.29,62.79
46.95,54.16,58.03
36.4,59.66,63.96
42.05,56.82,59.1
40.64,61.33,62.36
49.39,54.48,58.25
45.51,55.0,60.85
38.57,58.84,55.67
36.52,68.23,58.9
37.0,58.88,59.54
46.82,73.81,59.5
25.97,68.02,59.96
58.19,62.75,59.46
50.83,66.23,57.3
50.16,54.5,63.3
35.28,60.69,60.71
43.04,61.86,60.2
43.12,77.44,59.93
36.5,64.41,63.31
47.79,58.12,63.56
42.33,65.7,59.58
54.06,61.31,59.08
38.47,54.79,57.76
63.25,68.7,54.14
52.16,64.05,58.42
40.57,57.01,57.06
34.51,60.98,58.78
57.89,65.38,60.62
57.24,58.24,60.24
55.68,51.59,61.58
39.56,57.0,61.59
47.12,62.49,64.94
47.29,58.83,60.14
47.09,63.96,57.84
51.51,50.14,57.34
29.24,59.36,58.74
38.66,54.67,58.37
55.43,67.62,60.62
26.31,63.87,61.29
32.47,61.55,57.85
46.24,64.94,58.83
49.79,60.7,60.54
46.73,54.74,60.18
50.77,57.6,61.98
51.63,58.81,60.76
63.03,62.77,58.22
61.12,65.13,59.26
48.01,55.98,60.95
45.48,70.67,57.71
64.06,63.54,60.12
36.06,64.89,64.22
55.81,63.17,57.47
47.74,55.49,62.51
54.92,59.71,59.58
50.78,59.62,59.42
47.35,57.76,59.88
64.09,58.15,58.57
65.73,66.52,62.47
56.27,55.52,61.07
54.64,57.62,60.64
60.61,59.9,61.37
41.76,54.66,58.7
33.58,62.97,63.8
34.59,63.66,61.65
69.25,58.76,60.63
41.11,68.39,63.19
34.17,63.47,62.68
46.84,58.96,60.41
45.86,65.57,59.05
52.3,58.3,57.93
49.84,60.13,63.86
43.18,66.56,57.79
48.03,52.15,58.74
56.28,54.92,62.88
36.81,64.61,61.73
79.28,60.82,62.05
39.43,67.23,59.54
53.84,57.52,60.82
43.14,65.36,60.1
50.75,64.63,60.29
35.57,54.61,60.34
50.48,54.4,60.55
43.59,59.13,60.25
42.92,64.59,62.05
59.59,53.89,59.82
42.31,62.12,58.09
56.93,59.48,56.81
44.06,74.08,60.21
57.99,61.58,57.1
42.31,62.57,59.77
33.06,64.13,58.19
48.33,60.61,60.84
38.07,60.16,59.06
56.34,64.94,59.94
43.27,64.19,63.25
40.34,56.44,56.75
49.24,54.87,59.85
44.82,58.7,61.27
33.46,56.68,57.35
53.0,65.24,61.77
43.99,53.36,57.5
30.27,66.67,62.62
50.03,63.31,61.44
44.56,62.2,62.7
53.38,75.05,58.0
29.04,65.3,59.98
55.76,64.01,60.74
35.48,62.18,58.19
45.09,67.93,62.39
45.72,60.48,60.57
39.06,59.21,58.23
43.78,58.06,60.21
37.99,61.81,58.26
50.95,66.61,60.02
43.58,61.59,59.1
35.93,54.58,59.1
71.01,59.39,61.35
31.7,59.76,57.51
42.81,64.25,63.09
44.53,56.96,62.46
64.13,61.03,59.94
37.18,61.36,61.28
42.04,51.29,57.32
48.64,59.62,62.82
53.07,51.39,60.88
39.95,67.87,59.1
32.17,59.22,55.37
39.36,56.3,55.52
61.94,59.25,60.3
39.15,53.96,60.76
72.03,55.87,59.81
37.21,56.08,61.85
54.74,51.98,62.14
41.44,55.82,59.48
50.52,46.36,61.01
57.52,54.61,57.59
46.76,59.06,59.18
64.46,69.97,59.97
46.42,65.49,58.08
44.87,63.42,61.11
65.57,54.25,59.6
55.5,71.7,62.72
33.63,58.25,59.03
39.02,59.47,60.45
28.56,60.63,60.27
36.87,65.82,61.16
40.65,57.93,60.17
42.3,64.53,56.6
45.98,69.76,58.23
46.93,60.53,57.47
38.08,65.31,57.31
51.45,58.82,60.93
30.67,54.1,61.21
54.48,59.52,62.49
61.3,67.2,59.98
45.22,64.35,59.26
37.96,58.01,61.01
44.01,57.76,59.05
30.84,57.76,59.23
41.53,54.92,63.0
38.54,57.85,59.69
39.25,56.95,57.67
34.15,53.86,57.27
25.25,53.24,58.79
25.78,61.14,59.0
48.85,70.96,58.91
44.08,59.51,60.72
34.66,57.6,59.14
61.67,58.98,59.43
47.18,60.35,58.89
50.15,58.17,56.38
55.4,68.15,59.77
38.21,68.83,59.39
46.25,59.54,61.16
57.92,66.8,60.23
49.52,52.88,58.1
42.81,60.82,56.9
52.32,62.88,58.49
32.9,56.79,55.28
58.16,68.93,61.28
36.88,55.77,61.09
54.42,51.98,57.69
43.81,59.74,59.73
32.15,63.83,60.28
38.97,54.29,60.1
38.36,61.27,61.03
46.87,64.23,60.43
47.52,59.47,60.85
41.62,55.84,56.96
43.8,62.97,54.83
51.85,57.58,61.18
62.81,57.44,59.8
50.14,53.41,59.34
41.72,60.29,58.4
48.96,66.3,59.66
44.24,67.02,59.51
62.83,56.6,58.74
40.66,59.86,58.58
41.57,64.09,58.11
53.59,54.22,60.98
35.53,66.68,58.5
37.58,64.02,59.63
73.4,57.28,60.65
40.29,58.92,58.55
47.25,54.4,63.33
48.59,51.34,65.28
44.44,60.05,61.24
40.13,67.29,60.85
45.53,66.55,60.08
42.69,54.52,55.59
50.01,56.83,57.89
41.72,63.64,54.66
28.85,59.95,58.56
30.31,59.51,59.45
33.12,67.44,60.6
37.22,60.98,58.71
72.19,63.08,61.24
36.38,67.22,61.46
43.74,63.29,56.9
38.45,60.29,58.71
39.63,64.35,58.18
50.68,50.82,59.89
34.27,51.91,63.13
30.91,62.97,59.39
42.04,63.43,62.72
43.94,67.2,60.66
50.86,52.57,61.7
30.76,58.89,59.91
47.28,56.84,60.29
38.27,56.51,60.38
55.83,59.83,58.96
40.74,57.94,56.78
48.03,66.11,59.02
61.8,61.98,57.39
30.13,46.25,62.15
51.41,60.34,65.12
47.11,63.82,59.85
44.92,59.69,59.59
55.66,67.1,59.22
51.74,59.77,60.67
45.33,67.72,60.64
41.54,54.72,57.7
41.0,67.77,58.55
49.91,67.76,59.37
49.4,57.91,55.54
37.2,60.71,59.23
62.31,57.92,59.97
53.59,55.1,61.74
50.01,64.94,61.04
53.53,51.26,59.06
49.07,61.75,57.26
62.95,51.82,58.74
42.39,55.13,62.71
48.37,64.66,63.39
39.75,61.37,63.01
60.62,60.43,56.96
49.48,63.5,61.46
52.85,52.62,60.31
44.85,61.23,57.33
34.37,63.8,60.25
34.59,70.61,61.13
49.1,64.46,60.37
48.71,60.52,58.38
36.64,59.88,59.66
37.56,60.69,59.57
53.88,59.2,59.51
47.49,64.36,59.17
39.21,62.8,58.2
37.41,58.75,60.14
42.13,62.11,59.04
39.39,59.99,58.02
50.22,64.43,61.38
43.11,50.38,59.08
55.08,59.91,60.33
38.0,59.39,61.35
33.41,52.36,61.86
47.51,56.56,62.3
63.43,67.28,56.86
47.17,58.84,59.48
40.12,58.83,59.07
36.28,61.15,59.11
42.93,61.81,60.24
29.96,60.97,58.67
42.13,65.61,59.07
54.38,60.38,59.42
35.19,50.88,59.52
74.24,50.6,58.87
39.39,61.49,60.7
34.96,61.34,58.71
44.97,65.39,60.04
43.95,58.1,60.7
46.97,59.71,62.14
34.85,55.14,63.12
35.66,59.08,56.32
52.61,56.11,61.09
43.53,58.34,63.68
43.14,61.57,61.76
54.61,62.02,60.76
44.46,48.76,57.86
38.62,65.88,61.88
33.03,56.81,60.4
45.75,59.1,59.39
47.33,62.4,62.02
47.75,60.38,56.34
54.82,67.44,62.23
37.74,58.45,57.7
37.39,60.58,57.95
41.61,60.6,56.49
38.01,61.9,58.57
28.51,54.14,59.36
46.06,61.05,59.57
41.9,60.83,60.03
41.45,62.94,59.07
57.87,58.49,59.98
59.62,59.11,58.98
59.41,64.23,60.23
43.83,53.03,58.38
51.12,63.59,61.58
41.37,56.54,59.84
52.35,53.98,57.47
31.38,58.66,57.48
56.24,71.11,58.5
48.69,56.85,58.02
30.62,58.86,58.5
40.5,62.69,57.83
34.5,58.26,61.06
57.69,62.63,63.29
39.09,60.5,61.24
39.26,64.96,59.97
45.47,60.16,62.63
39.48,63.74,59.6
34.98,57.2,55.21
41.9,63.78,59.87
83.51,58.89,56.41
39.1,67.46,60.99
51.2,65.46,61.26
37.26,62.35,59.79
57.68,58.0,61.99
56.95,62.61,62.33
61.59,66.7,61.01
36.95,52.17,56.93
46.54,55.95,57.93
48.73,60.06,61.81
32.69,61.71,59.91
41.86,46.15,59.77
43.21,64.45,62.4
47.33,62.34,58.85
26.75,58.85,59.14
30.74,64.15,56.25
48.65,60.77,61.62
47.74,57.97,58.55
52.63,69.64,60.44
53.06,65.4,59.87
45.98,64.75,55.49
46.86,54.52,61.67
52.26,61.56,60.33
26.67,59.68,62.95
58.32,62.16,57.76
41.68,58.51,61.66
47.29,56.56,60.1
37.24,67.08,61.66
43.19,58.29,61.91
43.19,54.19,59.75
51.16,54.96,56.26
52.34,54.21,59.47
53.89,64.57,58.21
23.97,57.57,60.84
36.26,67.93,59.63
53.3,57.21,60.27
43.49,68.71,58.34
57.12,65.75,59.87
44.49,63.89,62.34
32.69,57.67,60.56
55.25,56.73,58.64
56.04,53.73,58.69
38.36,56.8,63.43
39.88,55.76,58.84
50.92,51.8,57.4
76.49,48.67,62.7
41.95,59.11,61.05
56.33,56.45,56.23
37.53,57.7,58.82
44.65,53.14,58.68
28.09,57.38,61.36
36.37,64.28,57.35
42.16,57.36,60.75
43.7,64.99,56.73
53.19,63.17,59.46
43.19,75.16,58.79
45.76,55.75,61.67
54.03,61.46,59.74
30.85,50.89,65.19
45.01,60.56,61.75
37.51,64.21,59.34
42.69,66.67,60.36
57.07,66.39,59.9
36.2,69.4,60.16
37.88,59.26,57.57
53.72,55.4,60.12
50.94,60.48,62.53
32.05,64.38,61.06
45.19,56.68,59.57
33.79,62.73,58.99
57.8,55.36,62.28
49.36,71.62,62.54
26.31,62.36,61.63
30.71,54.13,63.61
38.82,62.44,61.93
36.75,62.1,59.69
52.47,54.2,63.72
46.42,59.17,59.91
44.98,54.58,58.37
40.12,60.8,61.68
27.36,62.63,60.95
37.99,55.95,57.79
53.55,61.27,62.32
42.53,63.36,60.44
36.83,71.7,60.85
41.47,64.93,59.19
52.99,62.99,56.88
48.9,52.87,60.88
42.12,63.59,63.48
41.39,51.24,59.62
44.47,59.93,63.56
36.6,66.65,61.62
34.25,66.69,61.0
30.91,67.61,62.01
30.82,62.33,56.26
44.2,49.71,58.83
32.44,60.24,61.39
42.85,56.83,62.59
59.51,62.1,62.0
53.74,61.58,57.53
35.93,50.69,60.34
57.82,59.27,57.63
43.32,57.44,64.81
61.59,54.48,61.24
39.88,59.33,61.88
47.57,53.67,60.05
45.17,63.73,59.96
52.67,58.02,58.63
33.55,57.84,59.15
36.39,69.45,61.02
39.61,57.66,59.98
39.51,60.42,60.4
40.49,58.26,60.32
44.07,65.2,58.85
42.4,59.93,60.17
29.12,54.31,56.67
39.92,58.78,57.86
43.42,53.28,59.04
50.33,60.96,58.43
36.48,51.44,60.51
51.91,54.98,58.74
43.59,58.28,60.67
54.12,54.95,62.81
44.13,55.97,59.14
50.24,57.85,62.16
57.19,58.46,60.27
47.03,58.16,61.99
45.39,55.98,58.12
48.09,59.12,57.68
33.35,72.17,59.2
41.05,67.32,57.76
54.82,67.14,61.27
66.86,65.48,60.76
38.72,58.37,63.73
61.08,56.7,58.79
40.03,58.89,62.83
61.04,60.63,58.2
44.84,65.2,57.22
48.61,56.82,62.95
19.99,60.9,57.7
17.19,59.35,59.16
52.04,66.55,63.52
38.78,66.1,52.99
46.02,57.54,59.02
39.73,67.01,58.41
45.05,56.75,58.7
74.22,57.24,63.38
36.33,59.41,60.29
46.07,60.85,60.35
75.37,64.22,61.24
59.15,61.18,56.82
51.95,58.27,59.92
44.55,60.8,55.79
41.61,55.5,56.44
52.05,58.37,60.65
41.91,58.74,57.36
35.42,66.56,64.19
46.9,52.24,59.54
60.48,65.4,58.49
45.68,57.78,58.62
50.43,67.71,60.18
65.14,61.4,66.54
40.55,61.22,60.71
35.32,54.75,60.0
42.47,61.92,57.71
38.63,56.93,61.02
38.25,59.32,62.43
35.74,63.22,64.19
48.41,64.03,62.1
34.95,60.94,61.8
